,Unnamed: 0,precio_estimado,precio_venta,fecha,autor,casa_subasta,tipo,tecnica,dimensiones,fecha_creacion,titulo,precio_ajustado,is_inch,height,width
16190,17046, 500 - 750 USD , 489 USD ,2002-05-23, Francis Luis Mora,Swann Auction Galleries,"American Watercolors, Prints & Drawings", Pencil on cream wove paper , 160x100 mm; 60.25x4 inches ,,Golf Caddy by Francis Luis Mora,805 USD,1,160.0,100.0
16191,17047," 1,000 - 1,500 EUR "," 2,032 EUR ",2002-05-28, Ricardo Cinalli,Christie's,Twentieth Century Art, pastel on tracing paper , 100 x 80 cm ,,A female torso by Ricardo Cinalli,"3,107 USD",0,100.0,80.0
16192,17050," 1,000 - 1,500 EUR "," 1,554 EUR ",2002-05-28, Ricardo Cinalli,Christie's,Twentieth Century Art, pastel on tracing paper , 100 x 80 cm ,,Pergamom; a male torso by Ricardo Cinalli,"2,376 USD",0,100.0,80.0
16193,17051," 20,000 - 30,000 USD "," 50,190 USD ",2002-05-28, Emiliano di Cavalcanti,Christie's,LATIN AMERICAN SALE, pastel on paper , 180.25 x 100.75in. (46.4 x 27.4cm.) , circa 1930 ,"Seated woman by Emiliano di Cavalcanti, circa 1930","82,640 USD",1,180.25,100.75
16194,17052," 150,000 - 200,000 USD "," 317,500 USD ",2002-05-28, Wifredo Lam,Christie's,LATIN AMERICAN SALE, oil on paper laid down on canvas , 42.125 x 34.125in. (107 x 86.5cm.) , 1940 ,"Dona asseguda by Wifredo Lam, 1940","522,776 USD",1,42.125,34.125
16195,17055," 18,000 - 22,000 USD "," 17,925 USD ",2002-05-28, Mira Schendel,Christie's,LATIN AMERICAN SALE, graphite and letraset on rice paper between plexiglass , diameter: 6in. (17cm.) , circa 1974 ,"Sem título: Objeto Gráfico by Mira Schendel, circa 1974","29,514 USD",1,6.0,17.0
16196,17056," 20,000 - 25,000 USD "," 17,925 USD ",2002-05-28, Fabian Marcaccio,Christie's,LATIN AMERICAN SALE," oil, silicone gel on collograph fabric, linen, wood and plaster cast ", 100.125 x 62in. (254.3 x 157.5cm.) , circa 1990 ,"Altered genetics by Fabian Marcaccio, circa 1990","29,514 USD",1,100.125,62.0
16197,17057," 20,000 - 25,000 USD "," 23,900 USD ",2002-05-28, Miguel D'Arienzo,Christie's,LATIN AMERICAN SALE, tempera and collage on canvas , 620.5 x 1400.5in. (158.8 x 357cm.) , 1996 ,"Nocturno en Pampa by Miguel D'Arienzo, 1996","39,352 USD",1,620.5,1400.0
16198,17058," 15,000 - 20,000 USD "," 10,755 USD ",2002-05-28, Carlos Enríquez Gómez,Christie's,LATIN AMERICAN SALE," gouache, watercolor, and ink on paper ", 15 x 110.5in. (38.8 x 29.2cm.) , 1956 ,"Dos caballos by Carlos Enríquez Gómez, 1956","17,709 USD",1,15.0,110.5
16199,17059," 15,000 - 20,000 USD "," 19,120 USD ",2002-05-28, Marcelo Pogolotti,Christie's,LATIN AMERICAN SALE, ink and crayon on paper , 140.75 x 21in. (37.5 x 53.3cm.) , 1937 ,"Saliendo del trabajo by Marcelo Pogolotti, 1937","31,482 USD",1,140.75,21.0
16200,17060," 15,000 - 20,000 USD "," 14,340 USD ",2002-05-28, Nicolás García Uriburu,Christie's,LATIN AMERICAN SALE, oil on canvas , 760.75 x 440.75in. (194.8 x 113.5cm.) , circa 1965 ,"Les moutons aux yeux bleus by Nicolás García Uriburu, circa 1965","23,611 USD",1,760.75,440.75
16201,17062," 20,000 - 30,000 USD "," 21,510 USD ",2002-05-28, Claudio Bravo,Christie's,LATIN AMERICAN SALE, charcoal and pastel on paper , 350.5 x 24.875in. (90.2 x 63.1cm.) , 1963 ,"Retrato de Isabel, Cristina, y Maria Moreno Salamanca by Claudio Bravo, 1963","35,417 USD",1,350.5,24.875
16202,17068," 40,000 - 60,000 USD "," 45,410 USD ",2002-05-28, Victor Manuel,Christie's,LATIN AMERICAN SALE, oil on canvas , 360.5 x 28.875in. (92.7 x 73.3cm.) , circa 1940 ,"Retrato de una mujer con blusa mexicana by Victor Manuel, circa 1940","74,769 USD",1,360.5,28.875
16203,17070," 20,000 - 25,000 USD "," 28,680 USD ",2002-05-28, Hélio Oiticica,Christie's,LATIN AMERICAN SALE, tempera on paper , each: 6.875 x 40.75in. (17.4 x 12cm.) , 1960 ,"3 Works: Pinturas neoconcretas by Hélio Oiticica, 1960","47,223 USD",1,6.875,40.75
16204,17071," 6,000 - 8,000 USD "," 15,535 USD ",2002-05-28, Mira Schendel,Christie's,LATIN AMERICAN SALE, oil stick and wash on rice paper , 18.125 x 9in. (46 x 23cm.) , 1963 ,"5 Works: Monotipos (Landscapes) by Mira Schendel, 1963","25,579 USD",1,18.125,9.0
16205,17072," 10,000 - 15,000 USD "," 9,560 USD ",2002-05-28, Sylvia Ordoñez,Christie's,LATIN AMERICAN SALE, oil on canvas , 420.5 x 500.75in. (108 x 128cm.) , 1991 ,"Sin título: from the series of Adiós Villa de García by Sylvia Ordoñez, 1991","15,741 USD",1,420.5,500.75
16206,17074," 20,000 - 25,000 USD "," 17,925 USD ",2002-05-28, Ricardo Martínez de Hoyos,Christie's,LATIN AMERICAN SALE, oil on canvas , 320.75 x 41.375in. (83.2 x 105.1cm.) , 1952 ,"Sin título by Ricardo Martínez de Hoyos, 1952","29,514 USD",1,320.75,41.375
16207,17076," 15,000 - 20,000 USD "," 17,925 USD ",2002-05-28, Eduardo Abela,Christie's,LATIN AMERICAN SALE, oil on canvas laid down on wood , 11.125 x 120.75in. (28.3 x 31.4cm.) , circa 1960 ,"El niño travieso by Eduardo Abela, circa 1960","29,514 USD",1,11.125,120.75
16208,17078," 14,000 - 18,000 USD "," 19,120 USD ",2002-05-28, Ricardo Mazal,Christie's,LATIN AMERICAN SALE, oil on canvas , 80 x 80in. (203 x 203cm.) , 2001 ,"One inch above no. 3 by Ricardo Mazal, 2001","31,482 USD",1,80.0,80.0
16209,17079," 45,000 - 55,000 USD "," 46,605 USD ",2002-05-28, Pedro Figari,Christie's,LATIN AMERICAN SALE, oil on board , 190.25 x 27.125in. (49 x 69cm.) , circa 1925 ,"Los Miriñaques by Pedro Figari, circa 1925","76,737 USD",1,190.25,27.125
16210,17080," 25,000 - 30,000 USD "," 23,900 USD ",2002-05-28, Ignacio Iturria,Christie's,LATIN AMERICAN SALE, oil on canvas , 200.25 x 78in. (51.4 x 198.1cm.) , circa 1995 ,"Elefante y jirafa by Ignacio Iturria, circa 1995","39,352 USD",1,200.25,78.0
16211,17082," 400,000 - 600,000 USD "," 669,500 USD ",2002-05-28, Roberto Matta,Christie's,LATIN AMERICAN SALE, oil on canvas , 55 x 77in. (139.7 x 195.6cm.) , 1945-1946 ,"The Ecclectrician by Roberto Matta, 1945-1946","102,359 USD",1,55.0,77.0
16212,17084," 12,000 - 15,000 USD "," 11,950 USD ",2002-05-28, Mario Segundo Pérez,Christie's,LATIN AMERICAN SALE, oil on canvas , 39.375 x 310.5in. (100 x 80cm.) , 1997 ,"Adiós Pampa Mía by Mario Segundo Pérez, 1997","19,676 USD",1,39.375,310.5
16213,17085," 15,000 - 20,000 USD "," 21,510 USD ",2002-05-28, Roberto Fabelo,Christie's,LATIN AMERICAN SALE, watercolor on paper , 420.25 x 55.125in. (107.4 x 140cm.) , 1997 ,"El gran pez rojo by Roberto Fabelo, 1997","35,417 USD",1,420.25,55.125
16214,17086," 10,000 - 15,000 USD "," 9,560 USD ",2002-05-28, Roberto Matta,Christie's,LATIN AMERICAN SALE, wax crayon and pencil on paper laid down on board , 18 x 290.75in. (45.7 x 75.7cm.) , 1962 ,"Demenagement Interieur by Roberto Matta, 1962","15,741 USD",1,18.0,290.75
16215,17087," 40,000 - 60,000 USD "," 41,825 USD ",2002-05-28, Ana Mercedes Hoyos,Christie's,LATIN AMERICAN SALE, oil on canvas , 470.25 x 940.5in. (120 x 240cm.) , 1988 ,"Bazurto by Ana Mercedes Hoyos, 1988","68,867 USD",1,470.25,940.5
16216,17089," 50,000 - 70,000 USD "," 47,800 USD ",2002-05-28, Gunther Gerzso,Christie's,LATIN AMERICAN SALE, oil on masonite , 210.25 x 280.5in. (54 x 72.5cm.) , 1973 ,"Blanco Amarillo Verde by Gunther Gerzso, 1973","78,705 USD",1,210.25,280.5
16217,17090," 12,000 - 16,000 USD "," 11,352 USD ",2002-05-28, Wifredo Lam,Christie's,LATIN AMERICAN SALE, india ink and watercolor on paper , 180.75 x 240.75in. (47.6 x 62.8cm.) , 1953 ,"Idolo by Wifredo Lam, 1953","18,692 USD",1,180.75,240.75
16218,17091," 8,000 - 12,000 USD "," 10,158 USD ",2002-05-28, José Clemente Orozco,Christie's,LATIN AMERICAN SALE, pencil on rice paper and charcoal on paper respectively , dimensions variable ,,2 Works: Female Figure Studies; and Male Nude by José Clemente Orozco,"16,726 USD",1,,
16219,17096," 50,000 - 70,000 USD "," 47,800 USD ",2002-05-28, Alfredo Volpi,Christie's,LATIN AMERICAN SALE, tempera on board , 130.75 x 10.625in. (35 x 27cm.) , circa 1955 ,"Fachada by Alfredo Volpi, circa 1955","78,705 USD",1,130.75,10.625
16220,17098," 10,000 - 15,000 USD "," 9,560 USD ",2002-05-28, Victor Manuel,Christie's,LATIN AMERICAN SALE, gouache and watercolor on paper , 22 x 150.5in. (55.9 x 39.4cm.) , circa 1950 ,"Un día de playa by Victor Manuel, circa 1950","15,741 USD",1,22.0,150.5
16221,17099," 30,000 - 50,000 USD "," 29,875 USD ",2002-05-28, Claudio Bravo,Christie's,LATIN AMERICAN SALE, colored pencil and charcoal on paper , 300.25 x 22in. (76.7 x 55.7cm.) , 1990 ,"Still life with wild flowers by Claudio Bravo, 1990","49,190 USD",1,300.25,22.0
16222,17100, 400 - 600 GBP , 646 GBP ,2002-05-30, Richard Durando Togo,Christie's,British and Continental Pictures, oil on canvas , 280.5 x 230.5 in. (72.3 x 59.7 cm.) ,,A female nude in an interior by Richard Durando Togo,"1,559 USD",1,280.5,230.5
16224,17103," 1,000 - 1,500 GBP "," 2,585 GBP ",2002-06-27, Philomé Obin,Christie's,"Impressionist, Modern and Post War Art", oil on board , 16 x 20in. (40.6 x 50.8cm.) ,,Paysannes allant au marché by Philomé Obin,"6,496 USD",1,16.0,20.0
16225,17104," 1,200 - 1,800 GBP "," 1,175 GBP ",2002-06-27, Philomé Obin,Christie's,"Impressionist, Modern and Post War Art", oil on board , 190.75 x 240.5in. (50.2 x 62.2cm.) ,,Rue 0 (zero) du Cap-Haïtien by Philomé Obin,"2,952 USD",1,190.75,240.5
16226,17105," 2,000 - 3,000 GBP "," 1,763 GBP ",2002-06-27, Roberto Matta,Christie's,"Impressionist, Modern and Post War Art", pencil and wax crayons on two sheets of paper laid down on paper , 7 x 110.5in. (18 x 29cm.) ,,Composition by Roberto Matta,"4,429 USD",1,7.0,110.5
16227,17106," 20,000 - 30,000 GBP "," 50,190 GBP ",2002-06-28, Roberto Matta,Christie's,Post-War (Day Sale), oil on canvas , 39.375 x 32in. (100 x 81.2cm.) , 1958 ,"Untitled by Roberto Matta, 1958","126,062 USD",1,39.375,32.0
16228,17107," 8,000 - 12,000 GBP "," 11,950 GBP ",2002-06-28, Vik Muniz,Christie's,Contemporary Day Sale, C-print mounted on acetate , 74.375 x 490.75in. (189 x 126.2cm.) , 1998 ,"Aftermath (Angélica) by Vik Muniz, 1998","30,015 USD",1,74.375,490.75
16229,17108," 14,000 - 18,000 GBP "," 21,510 GBP ",2002-06-28, Roberto Matta,Christie's,Post-War (Day Sale), oil on canvas , 370.5 x 40.125in. (95.2 x 102cm.) , 1975 ,"La Renfermée by Roberto Matta, 1975","54,026 USD",1,370.5,40.125
16230,17109," 2,000 - 3,000 GBP "," 2,270 GBP ",2002-07-03, Wifredo Lam,Christie's,"Old Master, Modern and Contemporary Prints", the set of seven aquatints in colours , overall S. 500 x 655mm. (7) , 1977 ,"[Untitled] (Tonneau-Ryckelynck 7901-7907) by Wifredo Lam, 1977","5,707 USD",1,500.0,655.0
16231,17110," 700 - 1,000 USD ", 575 USD ,2002-09-19, Antonio Frasconi,Swann Auction Galleries,19th & 20th Century Prints & Drawings, Woodcut , 605x470 mm; 23.875x18.5 inches , 1954 ,"Railroad Yard by Antonio Frasconi, 1954",947 USD,1,605.0,470.0
16233,17112," 1,500 - 2,500 USD "," 1,495 USD ",2002-09-19, Wifredo Lam,Swann Auction Galleries,19th & 20th Century Prints & Drawings, color lithographs , Various sizes , 1974 ,"4 works; Démons Familiers; Belle Épine; Elle, Casquée; Soeur de la Gazelle by Wifredo Lam, 1974","2,462 USD",1,,
16234,17113, 500 - 750 USD , 978 USD ,2002-09-19, Leopoldo Mendez,Swann Auction Galleries,19th & 20th Century Prints & Drawings, Woodcut , 307x423 mm; 12x160.5 inches , circa 1940 ,"Execution by Leopoldo Mendez, circa 1940","1,610 USD",1,307.0,423.0
16235,17114," 1,500 - 2,500 USD "," 1,265 USD ",2002-09-19, Leopoldo Mendez,Swann Auction Galleries,19th & 20th Century Prints & Drawings, linoleum cuts , 265x215 mm; 100.5x80.5 inches , 1943 ,"25 Prints by Leopoldo Mendez, 1943","2,083 USD",1,265.0,215.0
16237,17121, 600 - 900 USD , 748 USD ,2002-09-19, Antonio Frasconi,Swann Auction Galleries,19th & 20th Century Prints & Drawings, Color woodcut on thin Japan paper , 565x865 mm; 22.25x34.125 inches , 1966 ,"Thaw by Antonio Frasconi, 1966","1,232 USD",1,565.0,865.0
16238,17122," 3,000 - 5,000 USD "," 4,830 USD ",2002-09-19, Wifredo Lam,Swann Auction Galleries,19th & 20th Century Prints & Drawings, color etchings with aquatint , 500x660 mm; 19.75x26 inches , 1979 ,"twentieth Century by Wifredo Lam, 1979","7,953 USD",1,500.0,660.0
16239,17123," 2,000 - 3,000 USD "," 1,610 USD ",2002-09-19, Roberto Matta,Swann Auction Galleries,19th & 20th Century Prints & Drawings, color etchings , 435x315 mm; 17.125x12.375 inches , 1971 ,"Released straight by Roberto Matta, 1971","2,651 USD",1,435.0,315.0
16240,17124," 2,000 - 3,000 USD "," 1,610 USD ",2002-09-19, Roberto Matta,Swann Auction Galleries,19th & 20th Century Prints & Drawings, color etchings , 415x520 mm; 16.375x20.5 inches , 1974 ,"comic Trippe by Roberto Matta, 1974","2,651 USD",1,415.0,520.0
16241,17125," 800 - 1,200 USD "," 1,380 USD ",2002-09-19, José Clemente Orozco,Swann Auction Galleries,19th & 20th Century Prints & Drawings, Lithograph , 325x455 mm; 12.75x18 inches , 1928 ,"Ruined House by José Clemente Orozco, 1928","2,272 USD",1,325.0,455.0
16243,17127," 800 - 1,200 USD ", 575 USD ,2002-09-19, Antonio Frasconi,Swann Auction Galleries,19th & 20th Century Prints & Drawings, woodcuts , Various sizes , 1950 ; 1952 ,"2 works: The Dog and the Crocodile; Day and Night; Portrait of a Picker by Antonio Frasconi, 1950 ; 1952",947 USD,1,,
16244,17129," 1,000 - 1,500 USD "," 1,035 USD ",2002-09-19, José Guadalupe Posada,Swann Auction Galleries,19th & 20th Century Prints & Drawings, engravings , Various sizes , circa 1911 ; 1906 ,"5 works: Calaveras Big Dance ; New Verses Passionate ; My Grandota ; Repelito of Catrines ; Calaveras Gift, Gift to Garbanceras by José Guadalupe Posada, circa 1911 ; 1906","1,704 USD",1,,
16245,17131, 600 - 900 USD , 575 USD ,2002-09-19, Antonio Frasconi,Swann Auction Galleries,19th & 20th Century Prints & Drawings, Color woodcut , 885x455 mm; 34.875x18 inches , 1960 ,"Homage to Francino Sabater by Antonio Frasconi, 1960",947 USD,1,885.0,455.0
16246,17133, 500 - 750 USD ," 1,035 USD ",2002-09-19, José Clemente Orozco,Swann Auction Galleries,19th & 20th Century Prints & Drawings, Lithograph , 280x390 mm; 10.875x15.25 inches , 1930 ,"Mexican Pueblo by José Clemente Orozco, 1930","1,704 USD",1,280.0,390.0
16247,17137, 600 - 900 USD ," 1,150 USD ",2002-09-19, Miguel Covarrubias,Swann Auction Galleries,19th & 20th Century Prints & Drawings, Lithograph , 323x247 mm; 13.625x9.75 inches , circa 1940 ,"Mexican Street Scene by Miguel Covarrubias, circa 1940","1,894 USD",1,323.0,247.0
16249,17139," 700 - 1,000 USD ", 805 USD ,2002-09-19, Antonio Frasconi,Swann Auction Galleries,19th & 20th Century Prints & Drawings, color woodcuts , 755x550; 29.75x21.625 inches , 36/100 ;41/100 ,"5 works: Oglala Sioux; Sioux-Plains; Cree Chief; Chief Sitting Bull; Sank Chief by Antonio Frasconi, 36/100 ;41/100","1,325 USD",1,755.0,550.0
16250,17140," 1,500 - 2,500 USD "," 1,150 USD ",2002-09-19, Roberto Matta,Swann Auction Galleries,19th & 20th Century Prints & Drawings, Color etching with hand coloring in gouache , 375x475 mm; 14.75x18.75 inches ,,Abstract Composition by Roberto Matta,"1,894 USD",1,375.0,475.0
16252,17142," 1,000 - 1,500 USD "," 1,495 USD ",2002-09-19, José Guadalupe Posada,Swann Auction Galleries,19th & 20th Century Prints & Drawings, engravings , Various sizes , circa 1905 / 1907 ,"3 works: Calavera Tapatia; Calavera A. Venagas Arroyo; Calavera of Cinema by José Guadalupe Posada, circa 1905 / 1907","2,462 USD",1,,
16253,17143, 400 - 600 USD , 300 USD ,2002-09-20, Noé Canjura,Freeman's,Quarterly Paintings Sale, oil on canvas , 23.125 x 14.25 in ,,LE SAULE PLEUREUR by Noé Canjura,494 USD,1,23.125,14.25
16254,17145," 2,000 - 3,000 USD "," 3,824 USD ",2002-09-25, Antonio Frasconi,Christie's,Prints and Multiples, woodcut in colors , B. 16.625 x 24 in. (423 x 610 mm.) S. 18.875 x... , 1953 ,"The Fulton Fish Market - Sunrise by Antonio Frasconi, 1953","6,296 USD",1,16.625,24.0
16255,17147, 500 - 700 USD , 777 USD ,2002-09-25, Felix González-Torres,Christie's,Prints and Multiples, photo etching , S. 40.5 x 6 in. (115 x 160 mm.) , 1995 ,"Untitled (Oscar Wilde) (Elger 273) by Felix González-Torres, 1995","1,279 USD",1,40.5,6.0
16256,17148," 3,000 - 5,000 USD "," 5,019 USD ",2002-09-26, Gabriel Orozco,Christie's,Post War and Contemporary Art, Cibachrome print , 16 x 20 in. (40.6 x 50.8 cm.) , 1993 ,"Autumn Umbrella by Gabriel Orozco, 1993","8,264 USD",1,16.0,20.0
16257,17149," 3,000 - 5,000 USD "," 4,780 USD ",2002-09-26, Gabriel Orozco,Christie's,Post War and Contemporary Art, Cibachrome print , 20 x 16 in. (50.8 x 40.6 cm.) , 1993 ,"Relos Húmedo by Gabriel Orozco, 1993","7,870 USD",1,20.0,16.0
16258,17150," 8,000 - 12,000 USD "," 8,963 USD ",2002-09-26, Alfred Jensen,Christie's,Post War and Contemporary Art, oil on canvas , 20 x 20 in. (50.8 x 50.8 cm.) , 1974 ,"Magneto-Optical Study #19 by Alfred Jensen, 1974","14,758 USD",1,20.0,20.0
16259,17151," 3,000 - 5,000 USD "," 5,019 USD ",2002-09-26, Gabriel Orozco,Christie's,Post War and Contemporary Art, color coupler print , 16 x 20 in. (40.6 x 50.8 cm.) , 1993 ,"Ladrillo en Varillas (Wire Holding Bricks) by Gabriel Orozco, 1993","8,264 USD",1,16.0,20.0
16260,17152," 5,000 - 7,000 USD "," 10,158 USD ",2002-09-26, Gabriel Orozco,Christie's,Post War and Contemporary Art, Cibachrome print , 220.5 x 28 in. (57.2 x 71.1 cm.) , 1991 ,"Turista Malvo (Crazy Tourist) by Gabriel Orozco, 1991","16,726 USD",1,220.5,28.0
16261,17153," 2,000 - 3,000 USD "," 4,541 USD ",2002-09-26, Gabriel Orozco,Christie's,Post War and Contemporary Art, Cibachrome print , 16 x 20 in. (40.6 x 50.8 cm.) , 1999 ,"Tinaco by Gabriel Orozco, 1999","7,477 USD",1,16.0,20.0
16262,17154, 300 - 600 USD , 207 USD ,2002-09-29, Francis Luis Mora,Aspire Auctions,September Fine Art and Antique Online Auction, Gouche on paper ," 21"" x 12"" ",,The Prince by Francis Luis Mora,341 USD,1,21.0,12.0
16263,17155," 800 - 1,200 USD ", 518 USD ,2002-10-21, Liliana Porter,Swann Auction Galleries,Important 19th & 20th Century Photographs, photo-engraved etchings , 80.5x110.25 inches (21x28.5 cm.) , 1968 ,"10 works: Wrinkle by Liliana Porter, 1968",853 USD,1,80.5,110.25
16264,17156," 1,500 - 2,000 USD "," 1,380 USD ",2002-10-21, Leo Matiz,Swann Auction Galleries,Important 19th & 20th Century Photographs, Silver print , 10 inches (25.4 cm.) , 1941 ,"Frida Kahlo and Diego Rivera by Leo Matiz, 1941","2,272 USD",1,10.0,25.4
16265,17157," 5,000 - 6,000 USD "," 5,290 USD ",2002-10-21, Manuel Álvarez Bravo,Swann Auction Galleries,Important 19th & 20th Century Photographs, Silver print , 9x11.25 inches (22.8x28.5 cm.) , printed 1960s ,"Mannequis Riendo (Mannequins Laughing), 1930-1931 by Manuel Álvarez Bravo, printed 1960s","8,710 USD",1,9.0,11.25
16266,17158," 1,800 - 2,200 USD "," 3,910 USD ",2002-10-21, Manuel Álvarez Bravo,Swann Auction Galleries,Important 19th & 20th Century Photographs, Silver print , 8.75x11.75 inches (22.2x29.8 cm.) , printed 1970s ,"Ruina de Ruinas, 1930s by Manuel Álvarez Bravo, printed 1970s","6,438 USD",1,8.75,11.75
16267,17159," 1,800 - 2,200 USD "," 2,530 USD ",2002-10-21, Manuel Álvarez Bravo,Swann Auction Galleries,Important 19th & 20th Century Photographs, Silver print , 9.5x6.5 inches (24.2x16.5 cm.) , printed 1970s-1980s ,"Fallen angel, 1950s by Manuel Álvarez Bravo, printed 1970s-1980s","4,166 USD",1,9.5,6.5
16268,17160," 6,000 - 8,000 USD "," 5,736 USD ",2002-10-22, Vik Muniz,Christie's,Photographs, Gelatin silver print , 230.25 x 190.5in. (59 x 49.5cm.) Framed , 1997 ,"Toy Plane - Night Flight from Pictures of Soil by Vik Muniz, 1997","9,445 USD",1,230.25,190.5
16269,17161," 4,000 - 6,000 USD "," 3,346 USD ",2002-10-22, Sebastião Salgado,Christie's,Photographs, gelatin silver prints , Each 170.5 x 12in. (44.4 x 30.5cm.) or the reverse , 1991 ,"Kuwait by Sebastião Salgado, 1991","5,509 USD",1,170.5,12.0
16272,17164," 5,000 - 7,000 USD "," 4,780 USD ",2002-11-05, Florencio Molina Campos,Doyle New York,20th Century Art & Design, Gouache on artist's board , 13.5 x 19.25 inches (34.3 x 48.9 cm.) ,,GAUCHOS WITH DOG by Florencio Molina Campos,"7,870 USD",1,13.5,19.25
16273,17165," 6,000 - 8,000 USD "," 4,481 USD ",2002-11-05, Florencio Molina Campos,Doyle New York,20th Century Art & Design, Gouache on board , 18.25 x 24.5 inches (46.3 x 62.2 cm.) ,,"GAUCHO RIDING, WITH GUITAR by Florencio Molina Campos","7,378 USD",1,18.25,24.5
16274,17166," 2,500 - 3,500 USD "," 4,780 USD ",2002-11-05, Claudio Bravo,Doyle New York,20th Century Art & Design, Colored chalk and pencil , 21.5 x 17.5 inches (54.6 x 44.5 cm.) ,,OBLADI-OBLADO by Claudio Bravo,"7,870 USD",1,21.5,17.5
16275,17167," 3,000 - 4,000 USD "," 4,481 USD ",2002-11-05, José Clemente Orozco,Doyle New York,20th Century Art & Design, Brush and India ink on paper , 11.375 x 16 inches (28.9 x 40.6 cm.) ,,UNTITLED by José Clemente Orozco,"7,378 USD",1,11.375,16.0
